Food_ID,Food_Name,Quantity,Expiry_Date,Provider_ID,Provider_Type,Location,Food_Type,Meal_Type,Days_To_Expiry,Quantity_Category
749,Salad,32,2025-03-27,140,Restaurant,Watsonstad,Non-Vegetarian,Lunch,-143,Large
750,Bread,17,2025-03-25,613,Grocery Store,Petersonburgh,Non-Vegetarian,Breakfast,-145,Medium
751,Chicken,18,2025-03-25,720,Restaurant,Francisshire,Vegan,Snacks,-145,Medium
752,Soup,12,2025-03-17,460,Grocery Store,Lake Justin,Vegan,Breakfast,-153,Medium
753,Fruits,19,2025-03-24,182,Grocery Store,Port Jeffrey,Vegetarian,Breakfast,-146,Medium
754,Dairy,37,2025-03-30,986,Supermarket,Port David,Non-Vegetarian,Dinner,-140,Large
755,Soup,4,2025-03-17,195,Supermarket,Justinhaven,Vegetarian,Dinner,-153,Small
756,Bread,5,2025-03-19,887,Supermarket,Strongmouth,Vegan,Snacks,-151,Medium
757,Dairy,42,2025-03-21,282,Supermarket,Port Gregton,Vegetarian,Dinner,-149,Large
758,Rice,4,2025-03-26,989,Grocery Store,North Lauren,Non-Vegetarian,Dinner,-144,Small
759,Chicken,36,2025-03-18,779,Supermarket,New Bobbytown,Non-Vegetarian,Snacks,-152,Large
760,Dairy,28,2025-03-26,710,Catering Service,Mikaylachester,Non-Vegetarian,Dinner,-144,Large
761,Dairy,46,2025-03-24,217,Supermarket,Mooremouth,Vegetarian,Snacks,-146,Large
762,Soup,4,2025-03-23,76,Restaurant,Port Amandamouth,Vegetarian,Snacks,-147,Small
763,Fish,33,2025-03-17,846,Supermarket,South Thomasville,Vegan,Snacks,-153,Large
764,Vegetables,21,2025-03-19,9,Supermarket,Tinamouth,Vegetarian,Breakfast,-151,Large
765,Soup,1,2025-03-28,161,Supermarket,Perezport,Vegan,Lunch,-142,Small
766,Chicken,17,2025-03-24,463,Grocery Store,East Edwinburgh,Vegetarian,Breakfast,-146,Medium
767,Salad,17,2025-03-27,952,Grocery Store,Samueltown,Vegan,Dinner,-143,Medium
768,Soup,39,2025-03-28,200,Supermarket,Bradleyport,Non-Vegetarian,Snacks,-142,Large
769,Chicken,27,2025-03-25,483,Catering Service,Millerview,Vegetarian,Lunch,-145,Large
770,Dairy,30,2025-03-30,770,Supermarket,East Melissa,Non-Vegetarian,Lunch,-140,Large
771,Chicken,9,2025-03-23,551,Restaurant,East Sandratown,Vegetarian,Dinner,-147,Medium
772,Salad,37,2025-03-23,609,Restaurant,South Christopherborough,Vegan,Lunch,-147,Large
773,Fish,40,2025-03-20,509,Grocery Store,Cordovaborough,Vegetarian,Dinner,-150,Large
774,Dairy,2,2025-03-16,788,Supermarket,New Michaelmouth,Vegan,Breakfast,-154,Small
775,Pasta,7,2025-03-17,204,Supermarket,Lake Lauraton,Vegetarian,Dinner,-153,Medium
776,Chicken,33,2025-03-24,249,Catering Service,Johnsonside,Vegetarian,Dinner,-146,Large
777,Fruits,5,2025-03-18,709,Restaurant,South Kathryn,Vegetarian,Dinner,-152,Medium
778,Dairy,7,2025-03-21,57,Grocery Store,Port Robin,Non-Vegetarian,Snacks,-149,Medium
779,Bread,43,2025-03-27,74,Catering Service,Belindaville,Vegan,Lunch,-143,Large
780,Dairy,48,2025-03-17,162,Restaurant,Penabury,Vegan,Snacks,-153,Large
781,Bread,45,2025-03-23,33,Restaurant,Janetborough,Vegan,Snacks,-147,Large
782,Rice,49,2025-03-28,566,Catering Service,New Rachel,Non-Vegetarian,Snacks,-142,Large
783,Rice,4,2025-03-20,455,Catering Service,Madisonfort,Vegetarian,Snacks,-150,Small
784,Bread,1,2025-03-26,335,Grocery Store,North Gary,Non-Vegetarian,Dinner,-144,Small
785,Bread,10,2025-03-16,678,Grocery Store,Lake Travis,Non-Vegetarian,Lunch,-154,Medium
786,Rice,4,2025-03-30,959,Grocery Store,North Victoriastad,Vegetarian,Dinner,-140,Small
787,Fish,48,2025-03-24,355,Restaurant,Port Patrick,Vegetarian,Dinner,-146,Large
788,Fish,26,2025-03-30,34,Grocery Store,North Garybury,Vegan,Dinner,-140,Large
789,Chicken,10,2025-03-26,673,Restaurant,New Connorfort,Vegan,Snacks,-144,Medium
790,Chicken,2,2025-03-21,332,Restaurant,West Whitneymouth,Vegan,Dinner,-149,Small
791,Soup,23,2025-03-29,152,Catering Service,South Jacobport,Vegetarian,Breakfast,-141,Large
792,Chicken,15,2025-03-17,308,Catering Service,Brittanyside,Vegan,Breakfast,-153,Medium
793,Fruits,5,2025-03-24,824,Supermarket,Lopezport,Vegan,Snacks,-146,Medium
794,Fruits,21,2025-03-27,380,Restaurant,Lake Christophermouth,Vegan,Snacks,-143,Large
795,Dairy,3,2025-03-19,911,Restaurant,Garciatown,Non-Vegetarian,Dinner,-151,Small
796,Pasta,8,2025-03-27,798,Grocery Store,North Amanda,Vegetarian,Lunch,-143,Medium
797,Dairy,40,2025-03-27,467,Catering Service,Phillipsfort,Vegan,Breakfast,-143,Large
798,Fish,3,2025-03-30,413,Catering Service,North Mike,Vegetarian,Lunch,-140,Small
799,Chicken,5,2025-03-17,764,Restaurant,New Travisshire,Vegetarian,Breakfast,-153,Medium
800,Dairy,15,2025-03-20,193,Restaurant,North Lisaland,Vegan,Lunch,-150,Medium
801,Chicken,50,2025-03-18,609,Restaurant,South Christopherborough,Vegan,Lunch,-152,Large
802,Soup,25,2025-03-22,62,Grocery Store,Marymouth,Non-Vegetarian,Dinner,-148,Large
803,Chicken,13,2025-03-27,714,Catering Service,North William,Vegan,Snacks,-143,Medium
804,Fruits,47,2025-03-27,16,Catering Service,West Vanessafort,Vegan,Breakfast,-143,Large
805,Chicken,1,2025-03-22,235,Catering Service,Gutierrezshire,Non-Vegetarian,Dinner,-148,Small
806,Soup,12,2025-03-27,388,Supermarket,Manuelhaven,Vegetarian,Dinner,-143,Medium
807,Salad,35,2025-03-19,474,Catering Service,South Nicole,Vegetarian,Dinner,-151,Large
808,Dairy,7,2025-03-23,868,Grocery Store,Rodriguezview,Vegetarian,Dinner,-147,Medium
809,Dairy,48,2025-03-29,292,Supermarket,Mooneybury,Vegan,Breakfast,-141,Large
810,Bread,34,2025-03-16,993,Restaurant,East Stephanie,Vegan,Snacks,-154,Large
811,Salad,19,2025-03-27,513,Catering Service,West Larry,Non-Vegetarian,Dinner,-143,Medium
812,Bread,49,2025-03-19,471,Grocery Store,Charlesmouth,Non-Vegetarian,Lunch,-151,Large
813,Fish,33,2025-03-23,610,Supermarket,Allenton,Vegetarian,Breakfast,-147,Large
814,Bread,18,2025-03-17,287,Catering Service,Jefferyside,Vegan,Snacks,-153,Medium
815,Pasta,50,2025-03-22,157,Restaurant,Bairdfort,Vegan,Snacks,-148,Large
816,Fruits,2,2025-03-17,965,Restaurant,Port Bryce,Vegetarian,Lunch,-153,Small
817,Rice,23,2025-03-28,363,Catering Service,East Brittanyland,Vegetarian,Snacks,-142,Large
818,Fish,50,2025-03-29,248,Restaurant,South Michellechester,Vegetarian,Dinner,-141,Large
819,Bread,35,2025-03-28,304,Catering Service,Port Marcland,Non-Vegetarian,Breakfast,-142,Large
820,Fruits,46,2025-03-27,753,Supermarket,South Randy,Non-Vegetarian,Lunch,-143,Large
821,Chicken,9,2025-03-24,167,Catering Service,Davidport,Non-Vegetarian,Lunch,-146,Medium
822,Dairy,27,2025-03-25,237,Supermarket,Frederickside,Vegan,Lunch,-145,Large
823,Chicken,27,2025-03-21,587,Restaurant,Lake George,Vegan,Lunch,-149,Large
824,Bread,12,2025-03-27,993,Restaurant,East Stephanie,Vegetarian,Dinner,-143,Medium
825,Salad,25,2025-03-25,995,Supermarket,Manningshire,Vegetarian,Breakfast,-145,Large
826,Bread,39,2025-03-17,50,Catering Service,West Danielborough,Vegan,Snacks,-153,Large
827,Salad,3,2025-03-23,907,Supermarket,South Marthahaven,Vegan,Snacks,-147,Small
828,Vegetables,21,2025-03-24,636,Grocery Store,West Omarside,Non-Vegetarian,Breakfast,-146,Large
829,Dairy,44,2025-03-18,262,Supermarket,New Carol,Vegan,Dinner,-152,Large
830,Vegetables,3,2025-03-25,847,Supermarket,Williamsonmouth,Vegetarian,Snacks,-145,Small
831,Pasta,24,2025-03-22,330,Restaurant,Jamesport,Non-Vegetarian,Breakfast,-148,Large
832,Fish,19,2025-03-16,752,Grocery Store,East Heatherport,Non-Vegetarian,Breakfast,-154,Medium
833,Fruits,44,2025-03-17,146,Supermarket,Jonathanhaven,Non-Vegetarian,Dinner,-153,Large
834,Pasta,43,2025-03-18,531,Catering Service,North Kylestad,Vegetarian,Dinner,-152,Large
835,Vegetables,17,2025-03-29,752,Grocery Store,East Heatherport,Vegetarian,Lunch,-141,Medium
836,Salad,49,2025-03-16,685,Supermarket,Maysside,Vegan,Breakfast,-154,Large
837,Soup,50,2025-03-24,642,Catering Service,Lesterstad,Vegan,Snacks,-146,Large
838,Bread,38,2025-03-29,770,Supermarket,East Melissa,Vegetarian,Lunch,-141,Large
839,Chicken,6,2025-03-17,72,Catering Service,Jasonstad,Vegan,Lunch,-153,Medium
840,Dairy,43,2025-03-16,548,Supermarket,Lisamouth,Vegan,Snacks,-154,Large
841,Chicken,15,2025-03-25,532,Grocery Store,Darrylchester,Vegan,Lunch,-145,Medium
842,Bread,40,2025-03-21,205,Grocery Store,Carlbury,Vegan,Breakfast,-149,Large
843,Fruits,46,2025-03-24,515,Restaurant,Snyderton,Vegetarian,Dinner,-146,Large
844,Fish,46,2025-03-29,495,Supermarket,Brownshire,Non-Vegetarian,Dinner,-141,Large
845,Bread,14,2025-03-20,718,Restaurant,Port Victoria,Non-Vegetarian,Dinner,-150,Medium
846,Salad,34,2025-03-19,894,Restaurant,Cannonside,Vegan,Snacks,-151,Large
847,Pasta,29,2025-03-21,887,Supermarket,Strongmouth,Vegan,Dinner,-149,Large
848,Dairy,32,2025-03-25,426,Catering Service,Taylorchester,Non-Vegetarian,Dinner,-145,Large
849,Pasta,29,2025-03-21,563,Grocery Store,East Angela,Vegan,Breakfast,-149,Large
850,Dairy,22,2025-03-26,67,Restaurant,Kentland,Vegan,Breakfast,-144,Large
851,Fruits,35,2025-03-18,516,Catering Service,New Aaronberg,Non-Vegetarian,Snacks,-152,Large
852,Vegetables,49,2025-03-20,363,Catering Service,East Brittanyland,Non-Vegetarian,Snacks,-150,Large
853,Rice,18,2025-03-27,841,Restaurant,Lake Tamara,Vegan,Snacks,-143,Medium
854,Fish,33,2025-03-22,804,Restaurant,North Ashley,Vegan,Breakfast,-148,Large
855,Salad,28,2025-03-25,596,Restaurant,Zimmermanville,Vegetarian,Lunch,-145,Large
856,Rice,44,2025-03-23,501,Grocery Store,Jordanhaven,Vegetarian,Snacks,-147,Large
857,Pasta,47,2025-03-17,97,Supermarket,Reyesshire,Vegetarian,Dinner,-153,Large
858,Fruits,13,2025-03-22,413,Catering Service,North Mike,Non-Vegetarian,Snacks,-148,Medium
859,Pasta,1,2025-03-26,319,Restaurant,Lake Amymouth,Non-Vegetarian,Breakfast,-144,Small
860,Fish,37,2025-03-17,934,Grocery Store,Steveport,Vegetarian,Lunch,-153,Large
861,Dairy,45,2025-03-26,937,Restaurant,Roachhaven,Non-Vegetarian,Dinner,-144,Large
862,Dairy,4,2025-03-19,237,Supermarket,Frederickside,Non-Vegetarian,Lunch,-151,Small
863,Fruits,30,2025-03-20,57,Grocery Store,Port Robin,Vegan,Breakfast,-150,Large
864,Soup,11,2025-03-28,741,Catering Service,West Anthonymouth,Vegetarian,Snacks,-142,Medium
865,Fish,25,2025-03-20,837,Supermarket,South Charles,Non-Vegetarian,Snacks,-150,Large
866,Fish,7,2025-03-29,169,Grocery Store,Lindseyland,Vegetarian,Dinner,-141,Medium
867,Soup,1,2025-03-21,870,Supermarket,New Hollyfurt,Vegetarian,Snacks,-149,Small
868,Soup,4,2025-03-22,504,Catering Service,Gaineschester,Non-Vegetarian,Snacks,-148,Small
869,Fish,27,2025-03-20,40,Restaurant,Jennifertown,Vegan,Snacks,-150,Large
870,Fish,3,2025-03-30,653,Catering Service,Cameronside,Vegetarian,Breakfast,-140,Small
871,Chicken,7,2025-03-16,875,Grocery Store,South William,Non-Vegetarian,Lunch,-154,Medium
872,Vegetables,50,2025-03-29,717,Catering Service,Pamelaberg,Vegetarian,Snacks,-141,Large
873,Rice,49,2025-03-29,712,Restaurant,Huberstad,Vegan,Lunch,-141,Large
874,Bread,45,2025-03-17,655,Restaurant,Jimmyberg,Non-Vegetarian,Snacks,-153,Large
875,Bread,19,2025-03-29,721,Catering Service,Port Staceymouth,Non-Vegetarian,Breakfast,-141,Medium
876,Salad,38,2025-03-20,78,Restaurant,North Susan,Vegan,Snacks,-150,Large
877,Chicken,8,2025-03-20,374,Grocery Store,Steeleport,Non-Vegetarian,Lunch,-150,Medium
878,Rice,23,2025-03-29,17,Catering Service,West Dawn,Non-Vegetarian,Snacks,-141,Large
879,Chicken,21,2025-03-25,778,Catering Service,Edwardsbury,Non-Vegetarian,Dinner,-145,Large
880,Soup,35,2025-03-25,954,Catering Service,Randallchester,Vegetarian,Lunch,-145,Large
881,Dairy,43,2025-03-17,655,Restaurant,Jimmyberg,Vegetarian,Lunch,-153,Large
882,Salad,43,2025-03-23,138,Grocery Store,North Sherrimouth,Vegan,Lunch,-147,Large
883,Bread,8,2025-03-23,857,Supermarket,Jordanborough,Vegetarian,Lunch,-147,Medium
884,Chicken,27,2025-03-28,371,Grocery Store,Solisburgh,Vegetarian,Lunch,-142,Large
885,Rice,44,2025-03-22,503,Restaurant,Joseville,Vegan,Lunch,-148,Large
886,Bread,48,2025-03-20,423,Restaurant,South Justinborough,Vegetarian,Breakfast,-150,Large
887,Soup,12,2025-03-21,825,Supermarket,South Bryan,Vegetarian,Lunch,-149,Medium
888,Salad,6,2025-03-25,50,Catering Service,West Danielborough,Non-Vegetarian,Snacks,-145,Medium
889,Soup,21,2025-03-16,266,Grocery Store,Port Ronaldshire,Vegan,Snacks,-154,Large
890,Chicken,40,2025-03-28,41,Catering Service,Bentleyburgh,Vegan,Lunch,-142,Large
891,Chicken,9,2025-03-18,539,Restaurant,Watsonton,Vegetarian,Lunch,-152,Medium
892,Bread,42,2025-03-19,405,Supermarket,Kevinfort,Vegetarian,Dinner,-151,Large
893,Salad,3,2025-03-28,46,Grocery Store,South Lisaberg,Vegan,Lunch,-142,Small
894,Pasta,43,2025-03-25,310,Grocery Store,Saraburgh,Vegetarian,Dinner,-145,Large
895,Pasta,38,2025-03-29,888,Supermarket,West Sharonview,Vegan,Snacks,-141,Large
896,Vegetables,32,2025-03-18,547,Restaurant,Batesstad,Vegetarian,Snacks,-152,Large
897,Chicken,5,2025-03-20,638,Restaurant,Jeffreyport,Non-Vegetarian,Lunch,-150,Medium
898,Fish,28,2025-03-27,87,Grocery Store,West Adam,Non-Vegetarian,Breakfast,-143,Large
899,Pasta,44,2025-03-29,5,Grocery Store,Valentineside,Vegetarian,Snacks,-141,Large
900,Dairy,31,2025-03-29,732,Supermarket,Ginaview,Non-Vegetarian,Breakfast,-141,Large
901,Vegetables,38,2025-03-26,183,Grocery Store,South Anne,Vegetarian,Dinner,-144,Large
902,Salad,34,2025-03-30,347,Supermarket,Louismouth,Vegan,Snacks,-140,Large
903,Rice,25,2025-03-30,452,Supermarket,New Erica,Vegetarian,Breakfast,-140,Large
904,Chicken,40,2025-03-22,709,Restaurant,South Kathryn,Vegetarian,Breakfast,-148,Large
905,Bread,37,2025-03-25,2,Grocery Store,East Sheena,Vegan,Dinner,-145,Large
906,Soup,17,2025-03-30,191,Grocery Store,Lake Jessicamouth,Vegan,Snacks,-140,Medium
907,Chicken,17,2025-03-16,175,Catering Service,Katherinefurt,Vegan,Lunch,-154,Medium
908,Rice,16,2025-03-27,463,Grocery Store,East Edwinburgh,Non-Vegetarian,Snacks,-143,Medium
909,Fish,10,2025-03-28,831,Catering Service,Lewishaven,Vegan,Snacks,-142,Medium
910,Salad,37,2025-03-19,533,Catering Service,Rogersmouth,Vegetarian,Breakfast,-151,Large
911,Fish,5,2025-03-21,124,Supermarket,Lake Shelby,Vegetarian,Dinner,-149,Medium
912,Dairy,6,2025-03-28,334,Grocery Store,South Jillshire,Non-Vegetarian,Breakfast,-142,Medium
913,Fruits,39,2025-03-22,962,Catering Service,Alexanderchester,Vegetarian,Dinner,-148,Large
914,Chicken,18,2025-03-27,995,Supermarket,Manningshire,Vegan,Dinner,-143,Medium
915,Vegetables,35,2025-03-22,198,Restaurant,Port Karen,Non-Vegetarian,Snacks,-148,Large
916,Rice,47,2025-03-16,920,Restaurant,New Calebberg,Non-Vegetarian,Snacks,-154,Large
917,Soup,15,2025-03-28,393,Restaurant,Heatherview,Vegan,Dinner,-142,Medium
918,Dairy,8,2025-03-29,583,Catering Service,Marcstad,Vegetarian,Breakfast,-141,Medium
919,Soup,35,2025-03-26,52,Supermarket,Port Dianaberg,Non-Vegetarian,Dinner,-144,Large
920,Soup,2,2025-03-19,691,Restaurant,Youngchester,Vegetarian,Snacks,-151,Small
921,Chicken,6,2025-03-26,59,Grocery Store,Marissaville,Vegetarian,Snacks,-144,Medium
922,Soup,32,2025-03-22,312,Restaurant,North Ianbury,Non-Vegetarian,Dinner,-148,Large
923,Fruits,42,2025-03-24,161,Supermarket,Perezport,Vegan,Snacks,-146,Large
924,Fish,3,2025-03-20,764,Restaurant,New Travisshire,Vegetarian,Dinner,-150,Small
925,Salad,12,2025-03-26,665,Catering Service,West Billborough,Non-Vegetarian,Lunch,-144,Medium
926,Rice,41,2025-03-16,240,Catering Service,Andreaborough,Vegetarian,Snacks,-154,Large
927,Fruits,39,2025-03-26,261,Grocery Store,South Richardhaven,Vegetarian,Snacks,-144,Large
928,Bread,20,2025-03-20,852,Grocery Store,East Shanestad,Vegetarian,Breakfast,-150,Medium
929,Bread,23,2025-03-26,181,Restaurant,Taylormouth,Vegan,Lunch,-144,Large
930,Chicken,33,2025-03-18,983,Grocery Store,Herbertbury,Vegan,Lunch,-152,Large
931,Vegetables,49,2025-03-23,139,Supermarket,Port Connie,Vegan,Snacks,-147,Large
932,Pasta,11,2025-03-18,857,Supermarket,Jordanborough,Vegetarian,Dinner,-152,Medium
933,Dairy,17,2025-03-30,478,Catering Service,Lake Regina,Non-Vegetarian,Lunch,-140,Medium
934,Salad,50,2025-03-29,951,Grocery Store,Spenceland,Vegan,Breakfast,-141,Large
935,Vegetables,24,2025-03-25,608,Grocery Store,Collinsmouth,Vegetarian,Dinner,-145,Large
936,Chicken,32,2025-03-30,381,Supermarket,Martinville,Non-Vegetarian,Breakfast,-140,Large
937,Bread,18,2025-03-27,916,Catering Service,Patrickfort,Non-Vegetarian,Lunch,-143,Medium
938,Vegetables,7,2025-03-22,162,Restaurant,Penabury,Vegan,Breakfast,-148,Medium
939,Rice,45,2025-03-18,983,Grocery Store,Herbertbury,Non-Vegetarian,Dinner,-152,Large
940,Fish,36,2025-03-27,890,Restaurant,Pereztown,Vegan,Lunch,-143,Large
941,Fish,1,2025-03-16,745,Grocery Store,East Lisa,Vegan,Lunch,-154,Small
942,Rice,44,2025-03-30,591,Grocery Store,New Leslieport,Vegan,Dinner,-140,Large
943,Bread,13,2025-03-19,413,Catering Service,North Mike,Vegan,Lunch,-151,Medium
944,Vegetables,41,2025-03-17,807,Supermarket,Williamland,Vegan,Breakfast,-153,Large
945,Vegetables,16,2025-03-21,351,Grocery Store,South Stefanietown,Vegetarian,Breakfast,-149,Medium
946,Vegetables,29,2025-03-26,146,Supermarket,Jonathanhaven,Vegan,Breakfast,-144,Large
947,Bread,29,2025-03-19,176,Restaurant,East John,Vegetarian,Breakfast,-151,Large
948,Fruits,50,2025-03-29,421,Supermarket,Kylehaven,Vegan,Breakfast,-141,Large
949,Pasta,15,2025-03-20,632,Supermarket,Davidville,Vegetarian,Breakfast,-150,Medium
950,Pasta,3,2025-03-27,619,Grocery Store,North Katelynland,Vegetarian,Snacks,-143,Small
951,Vegetables,20,2025-03-16,118,Supermarket,Lake Joseph,Vegan,Lunch,-154,Medium
952,Pasta,32,2025-03-28,82,Supermarket,West Lauraborough,Vegan,Dinner,-142,Large
953,Soup,2,2025-03-29,731,Grocery Store,East Christophertown,Vegetarian,Breakfast,-141,Small
954,Rice,36,2025-03-25,780,Catering Service,North Caitlin,Vegan,Lunch,-145,Large
955,Soup,26,2025-03-26,276,Supermarket,Port Eric,Non-Vegetarian,Snacks,-144,Large
956,Chicken,39,2025-03-30,626,Supermarket,Heathermouth,Vegan,Snacks,-140,Large
957,Fish,39,2025-03-22,10,Catering Service,West Cherylfort,Vegan,Lunch,-148,Large
958,Soup,19,2025-03-20,794,Supermarket,Woodport,Vegetarian,Lunch,-150,Medium
959,Pasta,26,2025-03-18,758,Catering Service,Port Patrick,Vegan,Breakfast,-152,Large
960,Fish,46,2025-03-27,920,Restaurant,New Calebberg,Vegetarian,Snacks,-143,Large
961,Soup,22,2025-03-25,66,Restaurant,Lake Michaelfurt,Non-Vegetarian,Lunch,-145,Large
962,Soup,13,2025-03-28,62,Grocery Store,Marymouth,Vegetarian,Breakfast,-142,Medium
963,Fish,33,2025-03-16,827,Grocery Store,East Kimberly,Vegan,Dinner,-154,Large
964,Rice,46,2025-03-25,192,Catering Service,Leslieville,Vegan,Dinner,-145,Large
965,Dairy,44,2025-03-24,791,Grocery Store,West James,Vegetarian,Lunch,-146,Large
966,Dairy,41,2025-03-25,705,Grocery Store,East Robert,Vegan,Snacks,-145,Large
967,Fruits,34,2025-03-16,357,Supermarket,Donnaborough,Vegan,Snacks,-154,Large
968,Rice,45,2025-03-17,789,Grocery Store,Lake Maria,Non-Vegetarian,Lunch,-153,Large
969,Soup,50,2025-03-21,208,Restaurant,East Garyton,Non-Vegetarian,Lunch,-149,Large
970,Fruits,26,2025-03-20,62,Grocery Store,Marymouth,Vegetarian,Breakfast,-150,Large
971,Fish,7,2025-03-18,751,Restaurant,East Richardside,Vegetarian,Snacks,-152,Medium
972,Vegetables,21,2025-03-23,984,Catering Service,South Edwardtown,Vegetarian,Dinner,-147,Large
973,Fruits,7,2025-03-16,519,Restaurant,Keithburgh,Non-Vegetarian,Breakfast,-154,Medium
974,Chicken,45,2025-03-17,393,Restaurant,Heatherview,Non-Vegetarian,Lunch,-153,Large
975,Fish,48,2025-03-19,5,Grocery Store,Valentineside,Non-Vegetarian,Lunch,-151,Large
976,Vegetables,41,2025-03-19,738,Grocery Store,West Kelli,Non-Vegetarian,Lunch,-151,Large
977,Vegetables,12,2025-03-19,514,Supermarket,Maxwellburgh,Vegan,Dinner,-151,Medium
978,Dairy,14,2025-03-27,743,Supermarket,South Richard,Vegetarian,Snacks,-143,Medium
979,Pasta,43,2025-03-16,584,Supermarket,Moralesside,Vegetarian,Lunch,-154,Large
980,Chicken,2,2025-03-27,876,Grocery Store,Brookeland,Vegan,Dinner,-143,Small
981,Dairy,47,2025-03-18,999,Grocery Store,Stevenchester,Vegan,Breakfast,-152,Large
982,Soup,36,2025-03-19,7,Restaurant,Lake Christopherburgh,Vegetarian,Breakfast,-151,Large
983,Fruits,43,2025-03-22,98,Supermarket,Gardnerfort,Vegetarian,Lunch,-148,Large
984,Chicken,26,2025-03-23,234,Catering Service,New Joel,Non-Vegetarian,Dinner,-147,Large
985,Bread,31,2025-03-16,935,Grocery Store,Ramseyfort,Vegetarian,Dinner,-154,Large
986,Rice,23,2025-03-24,14,Catering Service,Garciamouth,Vegan,Snacks,-146,Large
987,Dairy,6,2025-03-29,557,Restaurant,East Aaron,Vegetarian,Dinner,-141,Medium
988,Soup,44,2025-03-24,517,Grocery Store,Wadeville,Vegan,Lunch,-146,Large
989,Bread,31,2025-03-19,557,Restaurant,East Aaron,Non-Vegetarian,Snacks,-151,Large
990,Pasta,11,2025-03-25,720,Restaurant,Francisshire,Vegetarian,Breakfast,-145,Medium
991,Vegetables,7,2025-03-19,432,Restaurant,Carolchester,Vegetarian,Dinner,-151,Medium
992,Salad,25,2025-03-26,257,Supermarket,Lake Coryhaven,Vegan,Breakfast,-144,Large
993,Soup,8,2025-03-28,470,Restaurant,Port Daniellechester,Vegetarian,Lunch,-142,Medium
994,Salad,17,2025-03-29,37,Catering Service,New Amanda,Non-Vegetarian,Snacks,-141,Medium
995,Rice,37,2025-03-23,868,Grocery Store,Rodriguezview,Vegan,Snacks,-147,Large
996,Fish,15,2025-03-30,467,Catering Service,Phillipsfort,Vegan,Breakfast,-140,Medium
997,Fish,22,2025-03-18,35,Grocery Store,Andersonmouth,Vegetarian,Breakfast,-152,Large
998,Fruits,6,2025-03-22,444,Restaurant,New Billy,Non-Vegetarian,Dinner,-148,Medium
999,Pasta,15,2025-03-30,702,Supermarket,Lake Mistyton,Non-Vegetarian,Lunch,-140,Medium
1000,Salad,18,2025-03-19,155,Supermarket,Charlesview,Non-Vegetarian,Dinner,-151,Medium
